City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
320,villa de arista,22.65,-100.8333,301.6,10,3,8.78,MX,1710700409
321,villa gesell,-37.2639,-56.973,296.51,45,6,8.45,AR,1710700410
322,n'dalatando,-9.2978,14.9116,294.98,95,99,1.1,AO,1710700411
323,labytnangi,66.6572,66.4183,261.21,73,2,8.52,RU,1710700412
324,alenquer,-1.9417,-54.7383,302.25,78,99,1.58,BR,1710700412
325,dwarka,22.2394,68.9678,297.37,70,0,6.74,IN,1710700413
326,ed damer,17.5928,33.9592,307.39,23,100,7.2,SD,1710700414
327,mersing,2.4312,103.8405,301.1,78,20,4.12,MY,1710700415
328,aliwal north,-30.6937,26.7114,288.23,72,11,5.86,ZA,1710700416
329,opuwo,-18.0607,13.84,301.35,33,3,3.42,NA,1710700417
330,manakara,-22.1333,48.0167,298.0,87,12,3.07,MG,1710700418
331,dakhla,23.6848,-15.958,293.16,83,98,6.69,EH,1710700418
332,banyo,6.75,11.8167,300.82,42,100,2.26,CM,1710700419
333,alo,7.4178,6.7371,302.55,72,24,2.95,NG,1710700420
334,tazacorte,28.629,-17.9293,294.9,77,20,6.69,ES,1710700421
335,vorgashor,67.5833,63.95,258.45,93,100,6.25,RU,1710700422
336,kununurra,-15.7667,128.7333,301.14,78,91,2.06,AU,1710700423
337,kavieng,-2.5744,150.7967,299.21,87,99,4.16,PG,1710700423
338,new kingman-butler,35.265,-114.0323,286.91,53,0,2.57,US,1710700424
339,huarmey,-10.0681,-78.1522,298.84,73,64,4.48,PE,1710700425
340,st. john's,47.5649,-52.7093,276.36,75,75,4.12,CA,1710700268
341,novyy karanlug,39.7955,47.1099,282.49,80,14,1.26,AZ,1710700427
342,sitka,57.0531,-135.33,280.09,81,100,6.17,US,1710700425
343,nuuk,64.1835,-51.7216,267.49,79,20,6.69,GL,1710700428
344,winnemucca,40.973,-117.7357,286.18,33,0,7.72,US,1710700429
345,yabelo,4.8833,38.0833,295.21,32,1,6.1,ET,1710700430
346,kone,-21.0595,164.8658,297.43,91,86,2.13,NC,1710700431
347,prince george,53.9166,-122.753,287.84,38,0,7.72,CA,1710700432
348,north bend,43.4065,-124.2243,286.57,76,0,1.54,US,1710700433
349,kapuskasing,49.4169,-82.4331,274.2,75,100,5.14,CA,1710700364
350,contai,21.7786,87.7536,298.33,71,26,2.7,IN,1710700434
351,formosa do rio preto,-11.0483,-45.1931,306.85,38,76,1.5,BR,1710700435
352,tutoia,-2.7619,-42.2744,299.76,90,100,3.6,BR,1710700436
353,phan rang-thap cham,11.5667,108.9833,295.54,92,14,2.27,VN,1710700437
354,plastun,44.7561,136.2939,268.3,59,100,6.42,RU,1710700438
355,mar del plata,-38.0023,-57.5575,298.16,63,20,9.39,AR,1710700271
356,rio grande,-32.035,-52.0986,300.21,78,48,5.97,BR,1710700207
357,kharkhauda,28.8833,76.85,294.2,16,100,3.39,IN,1710700441
358,port blair,11.6667,92.75,299.17,89,0,1.03,IN,1710700442
359,jan kempdorp,-27.9225,24.8305,297.71,19,3,4.17,ZA,1710700443
360,crixas,-14.5489,-49.9692,304.48,63,26,1.74,BR,1710700444
